Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
B,Completely Locked,06/22/2020 03:19:08 PM,B405,B405,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Berry St. between S. 9 St. and S. 10 St.,Epiphany Playground,POINT (993789.2063032982 197481.206137225),Adults Allowed,B405-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
X,Completely Locked,06/22/2020 10:27:08 AM,X257,X257,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 177 St. at Walton Ave.,Mount Hope Playground,POINT (1009280.187788472 249043.384508729),Adults not allowed in some locations,X257-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
X,Partially Locked,06/22/2020 11:16:43 AM,X165,X165,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.,Edenwald Playground,POINT (1027061.325126395 261355.8342932314),Adults Allowed,X165-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,212,X-12
B,Not Lockable,06/22/2020 03:35:31 PM,B159,B159-01,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Eastern Pkwy Between Washington Ave & Flatbush Ave,Mt Prospect Park Playground,POINT (993657.9588623941 184138.9090029746),Adults not allowed in some locations,B159-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,355,B-08
Q,Completely Locked,06/21/2020 06:41:49 PM,Q102,Q102-03,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"72 St, 74st, Juniper Blvd South",Juniper South Playground,POINT (1016750.6462727189 201051.1625799835),Unknown,Q102-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 09:00:00 AM,405,Q-05
R,Not Lockable,06/22/2020 02:56:45 PM,R119,R119-01,,Reopened,false,Not Applicable,"Next To Nature Ctr At 222 Poillon Ave, Btw Amboy Rd, Hylan Blvd",Blue Heron Tot Lot,POINT (934911.9169058949 132717.7388796508),Adults not allowed in some locations,R119-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
B,Completely Locked,06/22/2020 03:45:07 PM,B235,B235,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Ave. V between Nostrand Ave. and Batchelder St.,Herman Dolgon Playground,POINT (1001053.4381658881 157214.4392299801),Adults Allowed,B235-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
M,Completely Locked,06/22/2020 01:02:37 PM,M239,M239,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"E. 117 St. To E. 118 St., 1 Ave. To 2 Ave.",P.S. 155 Playground,POINT (1002186.41162172 229789.441061303),Adults Allowed,M239-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
Q,Completely Locked,06/22/2020 03:15:05 PM,Q067A,Q067A,,UnderConstruction,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Broadway, 37 Ave. bet. 65 St. and 69 St.",General Hart Playground,POINT (1012659.254849225 212097.1076796502),Adults Allowed,Q067A-CPA-0001,03/31/2020 07:11:11 PM,,402,Q-02
R,Completely Locked,06/22/2020 02:26:45 PM,R064,R064,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Schmidts La., Manor Rd. and Laguardia Ave.",Christopher J. Igneri Playground,POINT (951008.1924560516 161059.4121830612),Adults Allowed,R064-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,502,R-02
X,Completely Locked,06/22/2020 10:30:28 AM,X013,X013-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Sedgwick Ave & Fordham Rd,Devoe Park,POINT (1009750.491309807 253762.95577822631),Adults not allowed in some locations,X013-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,207,X-05
Q,Completely Locked,06/21/2020 06:58:29 PM,Q360G,Q360G,,Reopened,false,Not Applicable,"55 Dr., Hamilton Pl., Perry Ave.",Whitefish Triangle,POINT (1012272.348798886 203464.0051952302),Adults not allowed in some locations,Q360G-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:00:00 AM,405,Q-05
B,Completely Locked,06/22/2020 03:01:03 PM,B385,B385,true,Reopened,,,,Transmitter,POINT (995127.9672349928 205186.9003287041),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
M,Completely Locked,06/22/2020 03:56:53 PM,M122,M122,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Rutgers St. and Henry St.,Captain Jacob Joseph Playground,POINT (987069.2194152178 199265.1244853884),Adults not allowed in some locations,M122-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/22/2020 04:39:23 PM,B220,B220,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Park Ave. bet. Washington Ave. and Hall St.,Washington Hall Park,POINT (993507.8781258017 192574.3816333115),Adults Allowed,B220-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
B,Completely Locked,06/22/2020 12:40:17 PM,B227,B227,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Rockaway Ave. bet. Blake Ave. and Dumont Ave.,P.S. 125 Playground,POINT (1009422.425692976 181614.682424143),Adults Allowed,B227-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
X,Completely Locked,06/22/2020 11:04:07 AM,X160,X160,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,St. Raymond's Ave. bet. Odell St. and Purdy St.,Caserta Playground,POINT (1024748.319253728 244364.1044972241),Adults Allowed,X160-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
Q,Completely Locked,06/21/2020 02:55:40 PM,Q421,Q421,,Reopened,false,Not Applicable,160 Ave. bet. 88 St. and 89 St.,Walter Ward Playground,POINT (1027609.8565096409 178726.956900388),Adults Allowed,Q421-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
M,Completely Locked,06/22/2020 03:29:11 PM,M071,M071-04,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 76 St & Riverside Dr,Neufeld Plgd,POINT (988418.3417169749 224716.6641333997),Unknown,M071-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-14
Q,Partially Locked,06/22/2020 04:52:54 PM,Q005,Q005-05,,Reopened,false,Not Applicable,157 St & 116 Ave,157 St Playground,POINT (1043488.35395205 188834.1338644773),Unknown,Q005-CPA-0003,03/31/2020 07:11:11 PM,,412,Q-12
Q,Not Lockable,06/21/2020 04:25:14 PM,Q011,Q011,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"20 Ave., 21 Ave. bet. 123 St. and 124 St.",Poppenhusen Playground,POINT (1027305.1792974769 223989.54977397624),Adults Allowed,Q011-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:25:12 PM,407,Q-07
B,Partially Locked,06/22/2020 03:07:46 PM,B257,B257,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Frost St. bet. Debevoise Ave. and Kingsland Ave.,Frost Playground,POINT (1001092.676276386 201118.8110667318),Adults not allowed in some locations,B257-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
B,Completely Locked,06/22/2020 04:20:06 PM,B210I,B210I,,Reopened,false,Not Applicable,3 Ave. bet. 40 St. and 41 St.,Gonzalo Plasencia Playground,POINT (982013.2495402992 176910.2272661477),Adults Allowed,B210I-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,307,B-07
Q,Completely Locked,06/21/2020 03:20:07 PM,Q108,Q108,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Brookville Blvd. bet. 136 Ave. 137 Ave.,Laurelton Playground,POINT (1057439.441207305 183678.8390569836),Adults Allowed,Q108-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:20:04 PM,413,Q-13
Q,Completely Locked,06/22/2020 03:11:56 PM,Q044,Q044,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"47 Ave., Greenpoint Ave. bet. 42 St. and 43 St.",L/CPL Thomas P. Noonan Jr. Playground,POINT (1005790.9411580561 209306.9278925657),Adults Allowed,Q044-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,402,Q-02
B,Completely Locked,06/22/2020 03:00:27 PM,B001,B001,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Franklin St. bet. Milton St. and Noble St.,American Playground,POINT (995884.5833461435 204722.8068114817),Adults Allowed,B001-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
B,Completely Locked,06/22/2020 01:38:44 PM,B352,B352,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Foster Ave. between E. 81 St. and E. 82 St.,Curtis Playground,POINT (1007183.950839222 172812.22529156512),Adults Allowed,B352-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
M,Partially Locked,06/22/2020 05:21:32 PM,M045,M045,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"FDR Dr., E 76 St. To E 78 St.",John Jay Park,POINT (998240.0559973866 219645.3934360594),Adults not allowed in some locations,M045-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,108,M-08
M,Completely Locked,06/23/2020 09:15:41 AM,M283A,M283A,,Reopened,false,Not Applicable,bet. Hudson River and South End Ave. S/o Liberty St.,Battery Park City,POINT (979468.9032510518 198684.7112761438),Unknown,M283A-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,101,M-01
M,Completely Locked,06/22/2020 11:11:06 AM,M010,M010-207,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,108 St & Fifth Ave,Bernard Plgd,POINT (997979.8763996363 229179.6328977197),Unknown,M010-CPA-0018,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
Q,Completely Locked,06/22/2020 06:25:15 PM,Q123,Q123,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,14 St. bet. 31 Ave. and 31 Dr.,Astoria Health Playground,POINT (1002889.3334442232 219079.0149756372),Adults Allowed,Q123-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
B,Completely Locked,06/22/2020 03:35:31 PM,B245,B245-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Troy Ave & Prospect Place,St. John's Playground,POINT (1002055.7553869641 184836.2566896379),Adults not allowed in some locations,B245-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,308,B-08
Q,Completely Locked,06/21/2020 03:54:38 PM,Q400,Q400,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Springfield Blvd. bet. 53 Ave. and 56 Ave.,Oakland Gardens,POINT (1050865.693856135 213762.920292899),Adults not allowed in some locations,Q400-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:54:35 PM,411,Q-07A
B,Not Lockable,06/22/2020 04:19:50 PM,B077,B077-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"King, Richards & Dwight Sts",Coffey Park Playground,POINT (981830.5107325615 185892.34119164944),Adults not allowed in some locations,B077-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
B,Completely Locked,06/22/2020 04:19:50 PM,B095,B095,,Reopened,false,Not Applicable,"11 St., 12 St. bet. 2 Ave. and 3 Ave.",Ennis Playground,POINT (986032.8231940567 183643.7400458157),Adults Allowed,B095-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
Q,Completely Locked,06/21/2020 06:41:49 PM,QT05,QT05,,Reopened,true,Not Applicable,60 St. bet. Borden Ave. and 55 Dr.,Copernicus Triangle,POINT (1010401.897487298 203789.4264604002),Adults not allowed in some locations,QT05-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:00:00 AM,405,Q-05
X,Completely Locked,06/22/2020 10:27:54 AM,X001A,X001A-01,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Morton Pl & University Ave,Morton Plgd,POINT (1007977.999447972 249405.88968922204),Adults Allowed,X001A-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
Q,Completely Locked,06/22/2020 01:29:55 PM,Q014,Q014,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,30 Rd. bet. 45 St. and 46 St.,Astoria Heights Playground,POINT (1008745.729539812 216480.6763403118),Unknown,Q014-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
M,Completely Locked,06/22/2020 11:09:39 AM,M010,M010-089,,Reopened,false,Not Applicable,68 St & Central Park West (W),Adventure Playground,POINT (990476.0666041375 221002.3392129838),Unknown,M010-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
M,Partially Locked,06/22/2020 11:06:31 AM,M219,M219,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W. 78 St. and Amsterdam Ave.,Tecumseh Playground,POINT (990098.9859934747 224159.9615066499),Adults Allowed,M219-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-07
M,Completely Locked,06/22/2020 03:27:08 PM,M028,M028-03,,UnderConstruction,false,Not Applicable,"Within Zone 1A, Along Hudson River At Approximately W 163 St",Discovery Playground,POINT (998728.316503808 245382.31210647518),Adults not allowed in some locations,M028-CPA-0002,03/31/2020 07:11:11 PM,,112,M-14
B,Completely Locked,06/22/2020 04:36:14 PM,B223DA,B223DA,,Reopened,false,Not Applicable,"Atlantic Ave., Columbia Pl., State St.",Adam Yauch Park,POINT (984616.0855419635 191382.8003550619),Adults Allowed,B223DA-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
Q,Completely Locked,06/21/2020 02:55:40 PM,Q408,Q408,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,155 Ave. bet. 83 St. and 84 St.,Harold Schneiderman Playground,POINT (1025685.04605481 181530.1901390553),Adults Allowed,Q408-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
M,Completely Locked,06/22/2020 05:21:19 PM,M079,M079,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"1 Ave., bet. E. 67 St. To E. 68 St.",St. Catherine's Park,POINT (995734.1636994779 218001.1808452308),Adults Allowed,M079-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,108,M-08
B,Completely Locked,06/22/2020 03:35:50 PM,B121,B121,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Sullican Pl. bet. Rogers Ave. and Nostrand Ave.,Dodger Playground,POINT (997464.260632977 181551.4381280542),Adults not allowed in some locations,B121-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,309,B-09
B,Completely Locked,06/22/2020 03:22:32 PM,B022,B022,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lynch St., Middleton St. bet. Lee Ave. and Bedford Ave.",Middleton Playground,POINT (996574.3772421329 194525.661195308),Adults Allowed,B022-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
X,Completely Locked,06/22/2020 10:42:31 AM,X092,X092-05,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"VC Park South, Gouverneur Ave",Van Cortlandt Classic Plgd,POINT (1014558.620473057 261802.94330714643),Adults Allowed,X092-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,226,X-13
M,Completely Locked,06/22/2020 12:56:10 PM,M155,M155,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"5 Ave., W. 130 St. To .W 131 St.",Courtney Callender Playground,POINT (1000865.618331552 234429.569904387),Adults Allowed,M155-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
M,Partially Locked,06/22/2020 11:39:17 AM,M009,M009,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ft Washington Av, W 183 St, Pinehurst Av",Bennett Park,POINT (1001397.992266804 250133.8957791477),Adults Allowed,M009-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12
B,Completely Locked,06/23/2020 10:09:07 AM,B073,B073-09,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Ocean Ave & E Lake Dr,Imagination Plgd,POINT (994524.1198597252 179227.9549141377),Unknown,B073-CPA-0004,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,355,B-19
Q,Partially Locked,06/23/2020 11:09:23 AM,Q307,Q307,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,121 Ave. bet. 235 St. and 237 St.,Delphin H. Greene Playground,POINT (1059386.932391047 188738.9690285623),Adults Allowed,Q307-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:00:00 AM,413,Q-13
X,Completely Locked,06/22/2020 10:29:02 AM,X300,X300,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W. 180 St. bet. Davidson Ave. and Grand,Davidson Playground,POINT (1009792.770096645 250830.00560739642),Unknown,X300-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
X,Completely Locked,06/22/2020 09:41:58 AM,X030,X030-99,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Summit Ave & W 161 Street,Summit Playground,POINT (1003186.7482037249 241932.4321952313),Adults not allowed in some locations,X030-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
B,Completely Locked,06/24/2020 11:33:55 AM,B032,B032-02,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,DeKalb Ave & Washington Pk,Fort Greene Park,POINT (991546.3728624732 190766.4967976362),Unknown,B032-CPA-0002,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,302,B-02
Q,Completely Locked,06/22/2020 01:28:32 PM,Q332,Q332,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,20 Ave. bet. 37 St. and 38 St.,Woodtree Playground,POINT (1011239.712740809 222501.018302232),Adults Allowed,Q332-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
X,Completely Locked,06/22/2020 09:56:08 AM,X207,X207,,Reopened,false,Not Applicable,Jackson Ave. bet. E. 151 St. and E. 149,Pontiac Playground,POINT (1009618.876743644 236003.2800115645),Adults Allowed,X207-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
Q,Partially Locked,06/19/2020 01:39:39 PM,Q362,Q362,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"89 St., 90 St. bet. Northern Blvd. and Jackson Mill Rd.",Playground Ninety,POINT (1017883.6794397229 215291.44249831143),Adults Allowed,Q362-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:39:36 PM,403,Q-03
X,Completely Locked,06/22/2020 09:36:33 AM,X045,X045-02,,Reopened,false,Not Applicable,St Marys St & Crimmins Ave,St Mary's Plgd South,POINT (1008084.057962894 234533.9063098878),Adults not allowed in some locations,X045-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
M,Completely Locked,06/22/2020 01:04:44 PM,M204,M204,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Madison Ave. bet. E. 130 St. and E. 131 St.,Moore Playground,POINT (1001296.44949089 234210.8685701489),Adults not allowed in some locations,M204-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
X,Not Lockable,06/22/2020 09:49:02 AM,X114,X114,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Goble Pl bet. Inwood Av and Macombs Rd,Goble Playground,POINT (1007158.241901144 246700.5128821433),Adults Allowed,X114-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
B,Completely Locked,06/22/2020 03:13:12 PM,B223PE,B223PE,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Borinquen Pl., Rodney St. and S. 1 St.",Rodney Playground North,POINT (996696.321880132 198271.94504131383),Unknown,B223PE-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
